penalty,cov_str,predictor_cor,tp
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
scad,unstructured,Yes,10
scad,unstructured,Yes,3
scad,unstructured,Yes,8
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,7
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,3
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,3
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,3
scad,unstructured,Yes,3
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,6
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,3
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
scad,unstructured,Yes,10
